productName,price,rating,specScore,features,brand,processor,storage,cores,ram,screen_size,Warranty,OS,graphics,storage_type,ram_type,resolution,graphics_category,resolution_category
Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),73990,4.45,71,"'12th Gen Intel Core i5 12500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,12 ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Dell Vostro 3481 Laptop (8th Gen Core i5/ 8GB/ 1TB/ Linux/ 2GB Graph),46790,4.65,54,"'8th Gen Intel Core i5 8265U', 'Quad Core, 8 Threads', '8\u2009GB DDR4 RAM', '1\u2009TB Hard Disk', '2\u2009GB AMD Radeon 520', '14\u2009inches, 1366\u2009x\u2009768\u2009pixels', 'Linux OS', '1 Year Warranty'",Dell,Intel Core i5,1024,No ,8,14.0,12,Linux ,amd radeon,hard disk,DDR4,1366 x 768,Other/Unknown,Widescreen or Custom
Acer Aspire 3 A324-51 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),29990,4.1,51,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated UHD', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i3,512,No ,8,14.0,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus TUF Gaming F15 FX507VV-LP287W Gaming Laptop (13th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 8GB Graph),109990,4.05,71,"'13th Gen Intel Core i7 13620H', '10 Cores (6P + 4E), 16 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i7,512,10 ,16,15.6,12,Windows 11 ,rtx 4060,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo LOQ 15IRX9 83DV00BHIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050),76490,4.05,66,"'13th Gen Intel Core i5 13450HX', '10 Cores (6P + 4E), 16 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,10 ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo LOQ 15IAX9 83GS008VIN Gaming Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11/ 4GB Graph),59490,4.45,62,"'12th Gen Intel Core i5 12450HX', 'Octa Core (4P + 4E), 12 Threads', '12\u2009GB DDR5 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 2050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,12,15.6,12,Windows 11 ,rtx 2050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),24990,4.7,51,"'10th Gen Intel Core i5 1035G1', 'Quad Core, 8 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '14\u2009inches, 2160\u2009x\u20091440\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Other,Intel Core i5,512,No ,16,14.0,12,Windows 11 ,intel uhd graphics,SSD,DDR4,2160 x 1440,Intel,Widescreen or Custom
Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),37990,4.05,66,"'12th Gen Intel Core i7 1255U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Other,Intel Core i7,512,10 ,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Apple MacBook Air 2024 Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),104990,4.25,46,"'Apple M3', 'Octa Core (4P + 4E)', '8\u2009GB  RAM', '256\u2009GB SSD', 'Apple 8 Core GPU', '13.6\u2009inches, 2560\u2009x\u20091664\u2009pixels', 'Mac OS', '1 Year Warranty'",Apple,Apple M Series,256,No ,8,13.6,12,Mac ,Apple 8 Core GPU,SSD,Unknown,2560 x 1664,Qualcomm and ARM,Quad HD or higher
Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),79990,4.3,69,"'12th Gen Intel Core i5 12450H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA Geforce RTX 4050', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,No ,16,16.0,12,Windows 11 ,rtx 4050,SSD,DDR4,1920 x 1200,NVIDIA,Widescreen (16:10)
HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36990,4.65,55,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34750,4.75,56,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),58790,4.25,59,"'12th Gen Intel Core i5 1240P', '12 Cores (4P + 8E), 16 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,12 ,8,15.6,12,Windows 11 ,intel iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Apple MacBook Air 2024 MXCV3HN/A Laptop (Apple M3/ 16GB/ 256GB SSD/ MacOS),134900,4.05,50,"'Apple M3', 'Octa Core (4P + 4E)', '16\u2009GB  RAM', '256\u2009GB SSD', 'Apple 10 Core GPU', '13.6\u2009inches, 2560\u2009x\u20091664\u2009pixels', 'Mac OS', '1 Year Warranty'",Apple,Apple M Series,16,No ,16,13.6,12,Mac ,10 Core GPU,SSD,Unknown,2560 x 1664,Other/Unknown,Quad HD or higher
Acer Aspire 7 A715-79G UN.34PSI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),64990,4.7,64,"'13th Gen Intel Core i5 13420H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Asus Tianxuan Air 2024 Gaming Laptop (Ryzen AI 9 HX 370/ 32GB/ 1TB SSD/ 6GB RTX 4060),109670,4.25,47,"'AMD Ryzen AI 9', '32\u2009GB  RAM', '1\u2009TB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '14\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty', 'Backlit Keyboard'",Asus,AMD Ryzen 9,1024,No ,32,14.0,12,Windows 11 ,rtx 4060,SSD,Unknown,2560 x 1600,NVIDIA,Quad HD or higher
HP 15-fd0316TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),55990,4.0,57,"'13th Gen Intel Core i5 1334U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,10 ,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell 16 Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),91821,4.05,71,"'13th Gen Intel Core i7 1360P', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB LPDDR5 RAM', '1\u2009TB SSD', 'Intel Iris Xe Graphics', '16\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i7,1024,12 ,16,16.0,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR5,2560 x 1600,Intel,Quad HD or higher
Asus Vivobook 15 X1502ZA-EJ745WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),61990,4.35,62,"'12th Gen Intel Core i7 12700H', '14 Cores (6P + 8E), 20 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i7,512,14 ,16,15.6,12,Windows 11 ,intel iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP Pavilion Plus 14-ew1082TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11),83990,4.6,62,"'Intel Core Ultra 5 Series 1 125H', '14 Cores (4P + 8E + 2LP-E), 18 Threads', '16\u2009GB LPDDR5x RAM', '512\u2009GB SSD', 'Intel Graphics', '14\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core Ultra,512,14 ,16,14.0,12,Windows 11 ,intel graphics,SSD,LPDDR5X,2560 x 1600,Intel,Quad HD or higher
Lenovo LOQ 15IRX9 83DV00LXIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 8GB RTX4060),110490,4.4,72,"'13th Gen Intel Core i7 13650HX', '14 Cores (6P + 8E)', '24\u2009GB DDR5 RAM', '512\u2009GB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i7,512,14 ,24,15.6,12,Windows 11 ,rtx 4060,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Asus ProArt P16 2024 Laptop (AMD Ryzen AI 9 HX 370/ 32GB/1TB SSD/ 8GB RTX 4070 Graphics),199990,4.6,68,"'AMD Ryzen AI 9 HX 370', '32\u2009GB LPDDR5X RAM', '1\u2009TB SSD', '8\u2009GB NVIDIA GeForce RTX 4070', '16\u2009inches, 3840\u2009x\u20092400\u2009pixels', 'Windows 11 OS', '1 Year Warranty', 'Backlit Keyboard'",Asus,AMD Ryzen 9,1024,No ,32,16.0,12,Windows 11 ,NVIDIA GeForce RTX 4070,SSD,LPDDR5X,3840 x 2400,NVIDIA,Quad HD or higher
Asus TUF Gaming A14 2024 Gaming Laptop (AMD Ryzen 9 AI HX 370/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),177990,4.4,61,"'AMD Ryzen 9 AI HX 370', '16\u2009GB LPDDR5X RAM', '1\u2009TB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty', 'Backlit Keyboard'",Asus,AMD Ryzen 9,1024,No ,16,14.0,12,Windows 11 ,rtx 4060,SSD,LPDDR5X,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo Yoga Slim 7x Laptop (Snapdragon X Elite/ 16GB/ 1TB SSD/ Windows 11 Home),139990,4.25,53,"'Qualcomm Snapdragon X Elite X1E78100', '12 Cores', '16\u2009GB LPDDR5X RAM', '1\u2009TB SSD', 'Qualcomm Adreno GPU', '14.5\u2009inches, 2944\u2009x\u20091840\u2009pixels, Touch Screen', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Others,1024,12 ,16,14.5,12,Windows 11 ,Qualcomm Adreno GPU,SSD,LPDDR5X,2944 x 1840,Qualcomm and ARM,Quad HD or higher
HP Victus 15-fa1319TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX 4050),80990,4.55,61,"'13th Gen Intel Core i5 13420H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 4050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,rtx 4050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo LOQ 15IAX9 83GS003UIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),70490,4.35,65,"'12th Gen Intel Core i5 12450HX', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Samsung Galaxy Book 4 np750xgj-kg2in Laptop (13th Gen Intel Core i5-1335U/ 16GB/ 512GB SSD/ Win11),62990,4.05,57,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB LPDDR4x RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Samsung,Intel Core i5,512,10 ,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR4X,1920 x 1080,Intel,Standard HD (16:9)
Samsung Galaxy Book 4 NP750XGJ-KG1IN Laptop (Intel Core i5 1335U/ 8GB/ 512GB SSD/ Win11),62990,4.0,55,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '8\u2009GB LPDDR4x RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Samsung,Intel Core i5,512,10 ,8,15.6,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR4X,1920 x 1080,Intel,Standard HD (16:9)
HP Chromebook 11MK G9 EE Laptop (MediaTek MT8183/ 4GB/ 32GB eMMC/ Chrome OS),10990,4.75,28,"'MediaTek Kompanio 500 500', 'Octa Core', '4\u2009GB LPDDR4X RAM', '32\u2009GB Hard Disk', 'Arm Mali-G72 MP3', '11.6\u2009inches, 1366\u2009x\u2009768\u2009pixels', 'Chrome OS', '1 Year Warranty'",HP,Others,32,No ,4,11.6,12,Chrome ,Arm Mali-G72 MP3,hard disk,LPDDR4X,1366 x 768,Other/Unknown,Widescreen or Custom
Asus Vivobook 16X 2023 K3605ZC-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB RTX3050),64990,4.1,70,"'12th Gen Intel Core i5 12500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,12 ,16,16.0,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1200,NVIDIA,Widescreen (16:10)
HP 15-fd1099TU Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),69990,4.65,56,"'Intel Core Ultra 5 Series 1 125H', '14 Cores (4P + 8E + 2LP-E), 18 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core Ultra,512,14 ,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus Vivobook Go 14 2023 E1404FA-NK331W Laptop (Ryzen 3 7320U / 8GB/ 1TB SSD/ Win11 Home),33850,4.4,53,"'7th Gen AMD Ryzen 3 7320U', 'Quad Core, 8 Threads', '8\u2009GB LPDDR5 RAM', '1\u2009TB SSD', 'Integrated AMD Radeon Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,AMD Ryzen 3,1024,No ,8,14.0,12,Windows 11 ,amd radeon graphics,SSD,LPDDR5,1920 x 1080,Other/Unknown,Standard HD (16:9)
MSI Thin A15 AI B7VE-065IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),84990,4.25,73,"'7th Gen AMD Ryzen 7 7735HS', 'Octa Core, 16 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', '6\u2009GB NVIDIA GeForce RTX 4050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '2 Year Warranty'",MSI,AMD Ryzen 7,1024,No ,16,15.6,24,Windows 11 ,rtx 4050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),379990,4.65,65,"'Apple M3 Max', '16 Cores (12P + 4E)', '48\u2009GB  RAM', '1\u2009TB SSD', '40 Core GPU', '16.2\u2009inches, 3456\u2009x\u20092234\u2009pixels', 'Mac OS', '1 Year Warranty'",Apple,Apple M Series,1024,16 ,48,16.2,12,Mac ,40 Core GPU,SSD,Unknown,3456 x 2234,Other/Unknown,Quad HD or higher
Asus Vivobook Pro 15 M6500QC-HN742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66990,4.1,68,"'5th Gen AMD Ryzen 7 5800H', 'Octa Core, 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),73990,4.15,65,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels, Touch Screen', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,1024,10 ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36990,4.65,55,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35619,4.75,56,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),59890,4.35,66,"'11th Gen Intel Core i5 11400H', 'Hexa Core, 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990,4.35,63,"'12th Gen Intel Core i5 12500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 2880\u2009x\u20091800\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,12 ,16,14.0,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,2880 x 1800,Intel,Quad HD or higher
Dell Precision 5550 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro/ 4GB Graph),184999,4.2,66,"'10th Gen Intel Core i7 10750H', 'Hexa Core, 12 Threads', '16\u2009GB DDR4  RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA', '15.6\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 10 OS', 'Backlit Keyboard'",Dell,Intel Core i7,512,No ,16,15.6,0,Windows 10 ,NVIDIA,SSD,DDR4,1920 x 1200,Other/Unknown,Widescreen (16:10)
MSI Titan 18 HX A14VIG-201IN Gaming Laptop (14th Gen Core i9/ 128GB/ 4TB SSD/ Win11 Home/ 16GB Graphics RTX 4090),549990,4.4,93,"'14th Gen Intel Core i9 14900HX', '24 Cores (8P + 16E), 32 Threads', '128\u2009GB DDR5 RAM', '192\u2009GB Hard Disk', '4\u2009TB SSD', '16\u2009GB NVIDIA GeForce RTX 4090', '18\u2009inches, 3840\u2009x\u20092400\u2009pixels', 'Windows 11 OS'",MSI,Intel Core i9,4096,24 ,128,18.0,0,Windows 11 ,rtx 4090,SSD,DDR5,3840 x 2400,NVIDIA,Quad HD or higher
Asus Tianxuan Air 2024 Gaming Laptop (Ryzen AI 9 HX 370/ 32GB/ 1TB SSD/ 6GB RTX 4060),109670,4.25,47,"'AMD Ryzen AI 9', '32\u2009GB  RAM', '1\u2009TB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '14\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty', 'Backlit Keyboard'",Asus,AMD Ryzen 9,1024,No ,32,14.0,12,Windows 11 ,rtx 4060,SSD,Unknown,2560 x 1600,NVIDIA,Quad HD or higher
Acer Aspire 3 14 A324-45 Laptop (Intel Core Celeron N4500/ 8GB/ 256GB SSD/ Win11),19990,4.25,39,"'Intel Celeron N4500', 'Dual Core, 2 Threads', '8\u2009GB LPDDR4X RAM', '256\u2009GB SSD', 'Intel Integrated UHD', '14\u2009inches, 1366\u2009x\u2009768\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Others,256,No ,8,14.0,12,Windows 11 ,intel integrated uhd,SSD,LPDDR4X,1366 x 768,Intel,Widescreen or Custom
Infinix Zero Book Ultra AI PC ZL514 Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win 11 Home),84990,4.7,65,"'Intel Core Ultra 9 Series 1 185H', '16 Cores (6P + 8E + 2LP-E), 22 Threads', '32\u2009GB LPDDR5X RAM', '1\u2009TB SSD', 'Intel Integrated Intel Arc', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Infinix,Intel Core Ultra,1024,16 ,32,15.6,12,Windows 11 ,intel integrated,SSD,LPDDR5X,1920 x 1080,Intel,Standard HD (16:9)
Dell 16 Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),91799,4.05,71,"'13th Gen Intel Core i7 1360P', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB LPDDR5 RAM', '1\u2009TB SSD', 'Intel Iris Xe Graphics', '16\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i7,1024,12 ,16,16.0,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR5,2560 x 1600,Intel,Quad HD or higher
Acer Swift Go 14 SFG14-71 NX.KF1SI.007 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),71990,4.0,61,"'13th Gen Intel Core i7 13700H', '14 Cores (6P + 8E), 20 Threads', '16\u2009GB LPDDR5 RAM', '1\u2009TB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 2880\u2009x\u20091800\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i7,1024,14 ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5,2880 x 1800,Intel,Quad HD or higher
Acer Swift Go 14 SFG14-71 NX.KF1SI.006 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),64990,4.25,60,"'13th Gen Intel Core i7 13700H', '14 Cores (6P + 8E), 20 Threads', '16\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 2880\u2009x\u20091800\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i7,512,14 ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5,2880 x 1800,Intel,Quad HD or higher
