productName,price,rating,specScore,features,brand,processor,storage,cores,ram,screen_size,Warranty,OS,graphics,storage_type,ram_type,resolution,graphics_category,resolution_category
Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),44490,4.5,56,"'7th Gen AMD Ryzen 5 7520U', 'Quad Core, 8 Threads', '16\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'AMD Radeon 610M Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,AMD Ryzen 5,512,No ,16,15.6,12,Windows 11 ,amd radeon,SSD,LPDDR5,1920 x 1080,Other/Unknown,Standard HD (16:9)
HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47900,4.7,57,"'5th Gen AMD Ryzen 5  5600H', 'Hexa Core, 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB AMD Radeon AMD Radeon RX 6500M', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,AMD Ryzen 5,512,No ,8,15.6,12,Windows 11 ,amd radeon amd,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),62490,4.55,56,"'12th Gen Intel Core i5 12450H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB LPDDR5 RAM', '1\u2009TB SSD', 'Intel Graphics', '14\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,1024,No ,16,14.0,12,Windows 11 ,intel graphics,SSD,LPDDR5,1920 x 1200,Intel,Widescreen (16:10)
Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),32990,4.55,52,"'7th Gen AMD Ryzen 3 7320U', 'Quad Core, 8 Threads', '8\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'AMD Radeon AMD', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,AMD Ryzen 3,512,No ,8,14.0,12,Windows 11 ,amd radeon amd,SSD,LPDDR5,1920 x 1080,Other/Unknown,Standard HD (16:9)
Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),29990,4.4,44,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB LPDDR4X RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Infinix,Intel Core i3,512,No ,8,14.0,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR4X,1920 x 1080,Intel,Standard HD (16:9)
Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),39990,4.4,51,"'12th Gen Intel Core i5 1235U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB LPDDR4X RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Infinix,Intel Core i5,512,10 ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR4X,1920 x 1080,Intel,Standard HD (16:9)
Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),44990,4.75,61,"'11th Gen Intel Core i5 1135G7', 'Quad Core, 8 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),53190,4.75,61,"'7th Gen AMD Ryzen 5 7530U', 'Hexa Core, 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'AMD Integrated SoC', '14\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,AMD Ryzen 5,512,No ,16,14.0,12,Windows 11 ,amd integrated,SSD,DDR4,1920 x 1200,Other/Unknown,Widescreen (16:10)
HP Victus 15-fa0188TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),79990,4.2,70,"'12th Gen Intel Core i7 12650H', '10 Cores (6P + 4E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i7,512,10 ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),62800,4.35,64,"'12th Gen Intel Core i5 12450H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 2050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,rtx 2050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38500,4.1,55,"'11th Gen Intel Core i3 1115G4', 'Dual Core, 4 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),68890,4.35,66,"'12th Gen Intel Core i5 12450H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),115490,4.25,71,"'7th Gen AMD Ryzen 7 7840HS', 'Octa Core, 16 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '16\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,AMD Ryzen 7,512,No ,16,16.0,12,Windows 11 ,rtx 4060,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo LOQ 2023 Gaming Laptop  (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 8GB Graph),89999,4.0,60,"'13th Gen Intel Core i5 13420H', 'Octa Core (4P + 4E), 12 Threads', '8\u2009GB DDR5 RAM', '512\u2009GB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 4060,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo ThinkBook 14s Yoga 20WEA00WIH Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),65999,4.0,70,"'11th Gen Intel Core i7 1155G7', 'Quad Core, 8 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', 'Intel Integrated', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels, Touch Screen', 'Windows 10 OS', '1 Year Warranty'",Lenovo,Intel Core i7,1024,No ,16,14.0,12,Windows 10 ,intel integrated,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Alienware X16 Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win 11/ 16GB Graph),454290,4.35,84,"'13th Gen Intel Core i9 13900HK', '14 Cores (6P + 8E), 20 Threads', '32\u2009GB LPDDR5 RAM', '2\u2009TB SSD', '16\u2009GB NVIDIA GeForce RTX 4090', '16\u2009inches, 3200\u2009x\u20091800\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i9,2048,14 ,32,16.0,12,Windows 11 ,rtx 4090,SSD,LPDDR5,3200 x 1800,NVIDIA,Quad HD or higher
MSI Modern 15 B12M-612IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),33990,4.35,55,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",MSI,Intel Core i3,512,No ,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Alienware m16 Gaming Laptop (AMD Ryzen 9 7845HX/ 32GB/ 2TB SSD/ Win 11/ 12GB Graph),289990,4.7,91,"'7th Gen Amd Ryzen 9 7845HX', '12 Cores, 24 Threads', '32\u2009GB DDR5 RAM', '2\u2009TB SSD', '12\u2009GB NVIDIA GEFORCE RTX 4080', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,AMD Ryzen 9,2048,12 ,32,16.0,12,Windows 11 ,rtx 4080,SSD,DDR5,1920 x 1200,NVIDIA,Widescreen (16:10)
Acer Nitro 16 ‎AN16-41 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),88990,4.3,72,"'7th Gen AMD Ryzen 7 7840HS', 'Octa Core, 16 Threads', '8\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 4050', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,AMD Ryzen 7,512,No ,8,16.0,12,Windows 11 ,rtx 4050,SSD,DDR5,1920 x 1200,NVIDIA,Widescreen (16:10)
Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),75990,4.75,69,"'5th Gen AMD Ryzen 7 5800H', 'Octa Core, 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),12990,4.35,33,"'Intel Celeron  N4020', 'Dual Core, 2 Threads', '4\u2009GB DDR4 RAM', '128\u2009GB SSD', 'Intel Integrated UHD Graphics', '14.1\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Other,Others,128,No ,4,14.1,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),60719,4.3,56,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '8\u2009GB LPDDR5  RAM', '1\u2009TB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i5,1024,10 ,8,14.0,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR5,1920 x 1200,Intel,Widescreen (16:10)
Infinix INBook Y1 Plus Neo 2023 XL30 Laptop (Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),18490,4.15,42,"'11th Gen Intel Celeron N5100', 'Quad Core, 4 Threads', '4\u2009GB LPDDR4X RAM', '128\u2009GB SSD', 'Intel Integrated UHD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Infinix,Others,128,No ,4,15.6,12,Windows 11 ,intel integrated uhd,SSD,LPDDR4X,1920 x 1080,Intel,Standard HD (16:9)
HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),80990,4.75,64,"'13th Gen Intel Core i5 1340P', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 2240\u2009x\u20091400\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,12 ,16,14.0,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,2240 x 1400,Intel,Widescreen or Custom
HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),47218,4.6,57,"'5th Gen AMD Ryzen 7   5700U', 'Octa Core, 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'AMD Radeon Radeon', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,amd radeon,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),51990,4.2,52,"'13th Gen Intel Core i5 13500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB LPDDR5X RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Infinix,Intel Core i5,512,12 ,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5X,1920 x 1080,Intel,Standard HD (16:9)
Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40390,4.5,55,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD', '16\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11  OS', '1 Year Warranty'",Dell,Intel Core i3,512,No ,8,16.0,12,Windows 11  ,intel uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),18999,4.25,44,"'3rd Gen AMD Athlon 3050U', 'Dual Core, 2 Threads', '4\u2009GB DDR4 RAM', '256\u2009GB SSD', 'AMD Integrated', '15.6\u2009inches, 1366\u2009x\u2009768\u2009pixels', 'DOS OS', '1 Year Warranty'",HP,Others,256,No ,4,15.6,12,D ,amd integrated,SSD,DDR4,1366 x 768,Other/Unknown,Widescreen or Custom
Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),32390,4.7,53,"'7th Gen AMD Ryzen 3 7320U', 'Quad Core, 8 Threads', '8\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'AMD Radeon 610M Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,AMD Ryzen 3,512,No ,8,15.6,12,Windows 11 ,amd radeon,SSD,LPDDR5,1920 x 1080,Other/Unknown,Standard HD (16:9)
Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),67500,4.65,69,"'12th Gen Intel Core i5 1240P', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '2\u2009GB NVIDIA GeForce MX570', '16\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i5,512,12 ,16,16.0,12,Windows 11 ,NVIDIA,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),31790,4.7,50,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated UHD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'DOS OS', '1 Year Warranty'",Lenovo,Intel Core i3,512,No ,8,15.6,12,D ,intel integrated uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),43990,4.6,52,"'12th Gen Intel Core i5 1235U', '10 Cores (2P + 8E), 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated UHD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,10 ,8,15.6,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40861,4.15,52,"'13th Gen Intel Core i3 1305U', '5 Cores (1P + 4E), 6 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated UHD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i3,512,5 ,8,15.6,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),36990,4.55,54,"'11th Gen Intel Core i5 1155G7', 'Quad Core, 8 Threads', '16\u2009GB LPDDR4X RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Infinix,Intel Core i5,512,No ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR4X,1920 x 1080,Intel,Standard HD (16:9)
Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),62719,4.1,48,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB LPDDR5  RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i5,512,10 ,16,14.0,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR5,1920 x 1080,Intel,Standard HD (16:9)
Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54999,4.55,53,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '8\u2009GB LPDDR5  RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i5,512,10 ,8,14.0,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR5,1920 x 1080,Intel,Standard HD (16:9)
Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),25990,4.45,53,"'11th Gen Intel Core i3 1115G4', 'Dual Core, 4 Threads', '8\u2009GB DDR4 RAM', '256\u2009GB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i3,256,No ,8,14.0,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),51389,4.55,60,"'12th Gen Intel Core i5 12500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,12 ,16,15.6,12,Windows 11 ,intel iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),69990,4.3,61,"'5th Gen AMD Ryzen 7 5800HS', 'Octa Core, 16 Threads', '16\u2009GB LPDDR4X RAM', '1\u2009TB SSD', 'AMD Radeon AMD', '14\u2009inches, 2880\u2009x\u20091800\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,AMD Ryzen 7,1024,No ,16,14.0,12,Windows 11 ,amd radeon amd,SSD,LPDDR4X,2880 x 1800,Other/Unknown,Quad HD or higher
Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),74990,4.1,66,"'13th Gen Intel Core i5 13450HX', '10 Cores (6P + 4E), 16 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i5,512,10 ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Dell G15-5530 GN5530VMMD9002ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),90719,4.1,69,"'13th Gen Intel Core i7 13650HX', '14 Cores (6P + 8E)', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i7,512,14 ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990,4.65,52,"'13th Gen Intel Core i3 1315U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Integrated Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),88800,4.45,65,"'13th Gen Intel Core i7 1355U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels, Touch Screen', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i7,512,10 ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),159990,4.35,72,"'13th Gen Intel Core i9 13980HX', '24 Cores (8P + 16E), 32 Threads', '16\u2009GB DDR5 RAM', '1\u2009TB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '16\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i9,1024,24 ,16,16.0,12,Windows 11 ,rtx 4060,SSD,DDR5,2560 x 1600,NVIDIA,Quad HD or higher
Asus TUF F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,4.7,64,"'11th Gen Intel Core i5 11400H', 'Hexa Core, 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 2050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
HP 15-fd0013TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),56799,4.2,52,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Integrated', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,10 ,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),50490,4.15,60,"'11th Gen Intel Core i5 1155G7', 'Quad Core, 8 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),36999,4.1,53,"'11th Gen Intel Core i5  1135G7', 'Quad Core, 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i5,512,No ,8,14.0,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
